[2025-10-23 18:03:30,551] INFO: Конфигурация загружена: {'telegram_token': '8372436135:AAHPh5Jo-fgKz84Wro0oO8jjioVDv-1DURc', 'chat_id': '-4826114309', 'timeframe': '1m', 'volume_filter': 10000000.0, 'price_change_threshold': 1.0, 'bot_status': True, 'indicators_enabled': {'price_change': True, 'rsi': True, 'macd': True, 'volume_surge': True, 'bollinger': True, 'adx': True, 'rsi_macd_divergence': True, 'candle_patterns': False, 'volume_pre_surge': False, 'ema_crossover': False, 'obv': False}, 'min_indicators': 4, 'required_indicators': ['rsi']}
[2025-10-23 18:03:30,587] INFO: Бот запущен. Используй /start или /test в Telegram.
[2025-10-23 18:08:36,464] INFO: Отфильтрован DOGEPERP: не заканчивается на USDT или USDT.PERP
[2025-10-23 18:08:36,464] INFO: Пропущен DOGEUSDT: объем 553475203.217
[2025-10-23 18:08:36,464] INFO: Отфильтрован DOGSUSDT: объем 1159455.5344 < 10000000.0
[2025-10-23 18:08:36,465] INFO: Отфильтрован DOGUSDT: объем 0.0 < 10000000.0
[2025-10-23 18:08:36,465] INFO: Отфильтрован DOLOUSDT: объем 1053542.6698 < 10000000.0
[2025-10-23 18:08:36,465] INFO: Отфильтрован DOODUSDT: объем 0.0 < 10000000.0
[2025-10-23 18:08:36,465] INFO: Отфильтрован DOTPERP: не заканчивается на USDT или USDT.PERP
[2025-10-23 18:08:36,465] INFO: Отфильтрован DOTUSDT: объем 0.0 < 10000000.0
[2025-10-23 18:08:36,465] INFO: Отфильтрован DRIFTUSDT: объем 0.0 < 10000000.0
[2025-10-23 18:08:36,465] INFO: Отфильтрован DUSKUSDT: объем 0.0 < 10000000.0
[2025-10-23 18:08:36,465] INFO: Отфильтрован DYDXUSDT: объем 0.0 < 10000000.0
[2025-10-23 18:08:36,466] INFO: Отфильтрован DYMUSDT: объем 361219.4911 < 10000000.0
[2025-10-23 18:08:36,466] INFO: Отфильтрован EDENUSDT: объем 2602234.3889 < 10000000.0
[2025-10-23 18:08:36,466] INFO: Отфильтрован EDUUSDT: объем 5653848.1296 < 10000000.0
[2025-10-23 18:08:36,466] INFO: Отфильтрован EGLDUSDT: объем 1021342.9947 < 10000000.0
[2025-10-23 18:08:36,466] INFO: Отфильтрован EIGENUSDT: объем 0.0 < 10000000.0
[2025-10-23 18:08:36,466] INFO: Отфильтрован ELXUSDT: объем 0.0 < 10000000.0
[2025-10-23 18:08:36,467] INFO: Отфильтрован ENAPERP: не заканчивается на USDT или USDT.PERP
[2025-10-23 18:08:36,467] INFO: Пропущен ENAUSDT: объем 200560524.362
[2025-10-23 18:08:36,467] INFO: Отфильтрован ENJUSDT: объем 433784.1118 < 10000000.0
[2025-10-23 18:08:36,467] INFO: Отфильтрован ENSOUSDT: объем 9216722.3976 < 10000000.0
[2025-10-23 18:08:36,467] INFO: Отфильтрован ENSUSDT: объем 9588973.6453 < 10000000.0
[2025-10-23 18:08:36,469] INFO: Отфильтрован EPICUSDT: объем 349945.0981 < 10000000.0
[2025-10-23 18:08:36,469] INFO: Пропущен EPTUSDT: объем 14482050.0885
[2025-10-23 18:08:36,471] INFO: Отфильтрован ERAUSDT: объем 1741990.9279 < 10000000.0
[2025-10-23 18:08:36,471] INFO: Отфильтрован ESPORTSUSDT: объем 0.0 < 10000000.0
[2025-10-23 18:08:36,471] INFO: Отфильтрован ESUSDT: объем 988020.4654 < 10000000.0
[2025-10-23 18:08:36,472] INFO: Отфильтрован ETCPERP: не заканчивается на USDT или USDT.PERP
[2025-10-23 18:08:36,472] INFO: Отфильтрован ETCUSDT: объем 0.0 < 10000000.0
[2025-10-23 18:08:36,472] INFO: Отфильтрован ETH-26DEC25: не заканчивается на USDT или USDT.PERP
[2025-10-23 18:08:36,473] INFO: Отфильтрован ETHBTCUSDT: объем 0.0 < 10000000.0
[2025-10-23 18:08:36,473] INFO: Отфильтрован ETHFIPERP: не заканчивается на USDT или USDT.PERP
[2025-10-23 18:08:36,473] INFO: Отфильтрован ETHFIUSDT: объем 0.0 < 10000000.0
[2025-10-23 18:08:36,474] INFO: Отфильтрован ETHPERP: не заканчивается на USDT или USDT.PERP
[2025-10-23 18:08:36,474] INFO: Пропущен ETHUSDT: объем 6431405444.0033
[2025-10-23 18:08:36,475] INFO: Отфильтрован ETHUSDT-07NOV25: не заканчивается на USDT или USDT.PERP
[2025-10-23 18:08:36,475] INFO: Отфильтрован ETHUSDT-24OCT25: не заканчивается на USDT или USDT.PERP
[2025-10-23 18:08:36,475] INFO: Отфильтрован ETHUSDT-25SEP26: не заканчивается на USDT или USDT.PERP
[2025-10-23 18:08:36,475] INFO: Отфильтрован ETHUSDT-26DEC25: не заканчивается на USDT или USDT.PERP
[2025-10-23 18:08:36,475] INFO: Отфильтрован ETHUSDT-26JUN26: не заканчивается на USDT или USDT.PERP
[2025-10-23 18:08:36,475] INFO: Отфильтрован ETHUSDT-27MAR26: не заканчивается на USDT или USDT.PERP
[2025-10-23 18:08:36,477] INFO: Отфильтрован ETHUSDT-28NOV25: не заканчивается на USDT или USDT.PERP
[2025-10-23 18:08:36,477] INFO: Отфильтрован ETHUSDT-31OCT25: не заканчивается на USDT или USDT.PERP
[2025-10-23 18:08:36,477] INFO: Отфильтрован ETHWUSDT: объем 229880.945 < 10000000.0
[2025-10-23 18:08:36,477] INFO: Отфильтрован EULUSDT: объем 2897413.7648 < 10000000.0
[2025-10-23 18:08:36,477] INFO: Пропущен EVAAUSDT: объем 191358973.3297
[2025-10-23 18:08:36,477] INFO: Отфильтрован FARTCOINPERP: не заканчивается на USDT или USDT.PERP
[2025-10-23 18:08:36,478] INFO: Пропущен FARTCOINUSDT: объем 172755828.3264
[2025-10-23 18:08:36,478] INFO: Отфильтрован FFUSDT: объем 0.0 < 10000000.0
[2025-10-23 18:08:36,478] INFO: Отфильтрован FIDAUSDT: объем 0.0 < 10000000.0
[2025-10-23 18:08:36,479] INFO: Отфильтрован FILUSDT: объем 0.0 < 10000000.0
[2025-10-23 18:08:36,479] INFO: Отфильтрован FIOUSDT: объем 691750.5021 < 10000000.0
[2025-10-23 18:08:36,479] INFO: Отфильтрован FLMUSDT: объем 367236.4283 < 10000000.0
[2025-10-23 18:08:36,479] INFO: Отфильтрован FLOCKUSDT: объем 2709783.507 < 10000000.0
[2025-10-23 18:08:36,479] INFO: Отфильтрован FLOWUSDT: объем 0.0 < 10000000.0
[2025-10-23 18:08:36,480] INFO: Отфильтрован FLRUSDT: объем 0.0 < 10000000.0
[2025-10-23 18:08:36,480] INFO: Отфильтрован FLUIDUSDT: объем 1731342.2661 < 10000000.0
[2025-10-23 18:08:36,480] INFO: Отфильтрован FLUXUSDT: объем 0.0 < 10000000.0
[2025-10-23 18:08:36,480] INFO: Отфильтрован FORMUSDT: объем 0.0 < 10000000.0
[2025-10-23 18:08:36,480] INFO: Отфильтрован FORTHUSDT: объем 169443.5278 < 10000000.0
[2025-10-23 18:08:36,480] INFO: Отфильтрован FUELUSDT: объем 0.0 < 10000000.0
[2025-10-23 18:08:36,481] INFO: Пропущен FUSDT: объем 70904320.3689
[2025-10-23 18:08:36,481] INFO: Отфильтрован FWOGUSDT: объем 291808.2879 < 10000000.0
[2025-10-23 18:08:36,481] INFO: Отфильтрован FXSUSDT: объем 0.0 < 10000000.0
[2025-10-23 18:08:36,481] INFO: Отфильтрован GALAUSDT: объем 0.0 < 10000000.0
[2025-10-23 18:08:36,481] INFO: Отфильтрован GASUSDT: объем 0.0 < 10000000.0
[2025-10-23 18:08:36,481] INFO: Отфильтрован GIGAUSDT: объем 1701122.9353 < 10000000.0
[2025-10-23 18:08:36,482] INFO: Отфильтрован GIGGLEUSDT: объем 0.0 < 10000000.0
[2025-10-23 18:08:36,482] INFO: Отфильтрован GLMRUSDT: объем 0.0 < 10000000.0
[2025-10-23 18:08:36,482] INFO: Отфильтрован GLMUSDT: объем 0.0 < 10000000.0
[2025-10-23 18:08:36,482] INFO: Отфильтрован GMTUSDT: объем 0.0 < 10000000.0
[2025-10-23 18:08:36,482] INFO: Отфильтрован GMXUSDT: объем 0.0 < 10000000.0
[2025-10-23 18:08:36,483] INFO: Отфильтрован GNOUSDT: объем 0.0 < 10000000.0
[2025-10-23 18:08:36,483] INFO: Отфильтрован GOATUSDT: объем 0.0 < 10000000.0
[2025-10-23 18:08:36,483] INFO: Отфильтрован GODSUSDT: объем 0.0 < 10000000.0
[2025-10-23 18:08:36,483] INFO: Отфильтрован GPSUSDT: объем 0.0 < 10000000.0
[2025-10-23 18:08:36,484] INFO: Отфильтрован GRASSUSDT: объем 0.0 < 10000000.0
[2025-10-23 18:08:36,484] INFO: Отфильтрован GRIFFAINUSDT: объем 866862.8463 < 10000000.0
[2025-10-23 18:08:36,484] INFO: Отфильтрован GRTUSDT: объем 3568683.8005 < 10000000.0
[2025-10-23 18:08:36,484] INFO: Отфильтрован GTCUSDT: объем 0.0 < 10000000.0
[2025-10-23 18:08:36,485] INFO: Отфильтрован GUNUSDT: объем 0.0 < 10000000.0
[2025-10-23 18:08:36,485] INFO: Отфильтрован GUSDT: объем 232362.7452 < 10000000.0
[2025-10-23 18:08:36,485] INFO: Отфильтрован HAEDALUSDT: объем 0.0 < 10000000.0
[2025-10-23 18:08:36,487] INFO: Пропущен HANAUSDT: объем 16299717.871
[2025-10-23 18:08:36,487] INFO: Отфильтрован HBARPERP: не заканчивается на USDT или USDT.PERP
[2025-10-23 18:08:36,488] INFO: Отфильтрован HBARUSDT: объем 0.0 < 10000000.0
[2025-10-23 18:08:36,488] INFO: Отфильтрован HEIUSDT: объем 0.0 < 10000000.0
[2025-10-23 18:08:36,489] INFO: Отфильтрован HEMIUSDT: объем 3158407.8238 < 10000000.0
[2025-10-23 18:08:36,489] INFO: Отфильтрован HFTUSDT: объем 0.0 < 10000000.0
[2025-10-23 18:08:36,489] INFO: Отфильтрован HIFIUSDT: объем 621437.2728 < 10000000.0
[2025-10-23 18:08:36,490] INFO: Отфильтрован HIGHUSDT: объем 0.0 < 10000000.0
[2025-10-23 18:08:36,490] INFO: Отфильтрован HIPPOUSDT: объем 0.0 < 10000000.0
[2025-10-23 18:08:36,490] INFO: Отфильтрован HIVEUSDT: объем 305709.5336 < 10000000.0
[2025-10-23 18:08:36,490] INFO: Отфильтрован HMSTRUSDT: объем 0.0 < 10000000.0
[2025-10-23 18:08:36,491] INFO: Отфильтрован HNTUSDT: объем 0.0 < 10000000.0
[2025-10-23 18:08:36,491] INFO: Отфильтрован HOLOUSDT: объем 2314568.5936 < 10000000.0
[2025-10-23 18:08:36,491] INFO: Отфильтрован HOMEUSDT: объем 0.0 < 10000000.0
[2025-10-23 18:08:36,491] INFO: Отфильтрован HOOKUSDT: объем 567686.6408 < 10000000.0
[2025-10-23 18:08:36,491] INFO: Отфильтрован HPERP: не заканчивается на USDT или USDT.PERP
[2025-10-23 18:08:36,492] INFO: Отфильтрован HPOS10IUSDT: объем 479333.0497 < 10000000.0
[2025-10-23 18:08:36,492] INFO: Отфильтрован HUMAUSDT: объем 1875749.3923 < 10000000.0
[2025-10-23 18:08:36,492] INFO: Пропущен HUSDT: объем 22785611.6685
[2025-10-23 18:08:36,492] INFO: Отфильтрован HYPEPERP: не заканчивается на USDT или USDT.PERP
[2025-10-23 18:08:36,492] INFO: Отфильтрован HYPERUSDT: объем 2824936.4584 < 10000000.0
[2025-10-23 18:08:36,493] INFO: Отфильтрован HYPEUSDT: объем 0.0 < 10000000.0
[2025-10-23 18:08:36,493] INFO: Отфильтрован ICNTPERP: не заканчивается на USDT или USDT.PERP
[2025-10-23 18:08:36,493] INFO: Отфильтрован ICNTUSDT: объем 1417733.7572 < 10000000.0
[2025-10-23 18:08:36,493] INFO: Пропущен ICPUSDT: объем 10960151.165
[2025-10-23 18:08:36,493] INFO: Отфильтрован ICXUSDT: объем 0.0 < 10000000.0
[2025-10-23 18:08:36,493] INFO: Отфильтрован IDEXUSDT: объем 0.0 < 10000000.0
[2025-10-23 18:08:36,494] INFO: Отфильтрован IDUSDT: объем 0.0 < 10000000.0
[2025-10-23 18:08:36,494] INFO: Отфильтрован ILVUSDT: объем 587017.4903 < 10000000.0
[2025-10-23 18:08:36,494] INFO: Отфильтрован IMXUSDT: объем 0.0 < 10000000.0
[2025-10-23 18:08:36,494] INFO: Отфильтрован INITUSDT: объем 904065.0073 < 10000000.0
[2025-10-23 18:08:36,494] INFO: Отфильтрован INJPERP: не заканчивается на USDT или USDT.PERP
[2025-10-23 18:08:36,495] INFO: Пропущен INJUSDT: объем 17519640.4457
[2025-10-23 18:08:36,495] INFO: Отфильтрован INUSDT: объем 0.0 < 10000000.0
[2025-10-23 18:08:36,495] INFO: Отфильтрован IOSTUSDT: объем 232095.5163 < 10000000.0
[2025-10-23 18:08:36,495] INFO: Отфильтрован IOTAUSDT: объем 0.0 < 10000000.0
[2025-10-23 18:08:36,495] INFO: Отфильтрован IOTXUSDT: объем 0.0 < 10000000.0
[2025-10-23 18:08:36,496] INFO: Отфильтрован IOUSDT: объем 1863340.2879 < 10000000.0
[2025-10-23 18:08:36,496] INFO: Отфильтрован IPPERP: не заканчивается на USDT или USDT.PERP
[2025-10-23 18:08:36,496] INFO: Отфильтрован IPUSDT: объем 0.0 < 10000000.0
[2025-10-23 18:08:36,496] INFO: Пропущен JASMYUSDT: объем 12294808.3147
[2025-10-23 18:08:36,496] INFO: Отфильтрован JELLYJELLYUSDT: объем 0.0 < 10000000.0
[2025-10-23 18:08:36,496] INFO: Отфильтрован JOEUSDT: объем 0.0 < 10000000.0
[2025-10-23 18:08:36,496] INFO: Отфильтрован JSTUSDT: объем 0.0 < 10000000.0
[2025-10-23 18:08:36,497] INFO: Отфильтрован JTOUSDT: объем 0.0 < 10000000.0
[2025-10-23 18:08:36,497] INFO: Пропущен JUPUSDT: объем 10371970.1858
[2025-10-23 18:08:36,497] INFO: Отфильтрован KAIAUSDT: объем 2478035.5042 < 10000000.0
[2025-10-23 18:08:36,497] INFO: Отфильтрован KAITOUSDT: объем 0.0 < 10000000.0
[2025-10-23 18:08:36,499] INFO: Отфильтрован KASUSDT: объем 0.0 < 10000000.0
[2025-10-23 18:08:36,499] INFO: Отфильтрован KAVAUSDT: объем 0.0 < 10000000.0
[2025-10-23 18:08:36,499] INFO: Пропущен KDAUSDT: объем 20509788.5004
[2025-10-23 18:08:36,499] INFO: Отфильтрован KERNELUSDT: объем 1172232.3063 < 10000000.0
[2025-10-23 18:08:36,500] INFO: Пропущен KGENUSDT: объем 58959789.4555
[2025-10-23 18:08:36,500] INFO: Отфильтрован KMNOUSDT: объем 0.0 < 10000000.0
[2025-10-23 18:08:36,500] INFO: Отфильтрован KNCUSDT: объем 0.0 < 10000000.0
[2025-10-23 18:08:36,500] INFO: Отфильтрован KSMUSDT: объем 923412.6834 < 10000000.0
[2025-10-23 18:08:36,501] INFO: Отфильтрован L3USDT: объем 777903.4713 < 10000000.0
[2025-10-23 18:08:36,501] INFO: Отфильтрован LAUNCHCOINUSDT: объем 6774317.4889 < 10000000.0
[2025-10-23 18:08:36,501] INFO: Отфильтрован LAUSDT: объем 0.0 < 10000000.0
[2025-10-23 18:08:36,501] INFO: Пропущен LDOUSDT: объем 39969877.9858
[2025-10-23 18:08:36,501] INFO: Пропущен LIGHTUSDT: объем 36844261.581
[2025-10-23 18:08:36,502] INFO: Отфильтрован LINEAUSDT: объем 0.0 < 10000000.0
[2025-10-23 18:08:36,502] INFO: Отфильтрован LINKPERP: не заканчивается на USDT или USDT.PERP
[2025-10-23 18:08:36,502] INFO: Пропущен LINKUSDT: объем 179863327.6265
[2025-10-23 18:08:36,503] INFO: Отфильтрован LISTAUSDT: объем 0.0 < 10000000.0
[2025-10-23 18:08:36,504] INFO: Отфильтрован LOOKSUSDT: объем 0.0 < 10000000.0
[2025-10-23 18:08:36,504] INFO: Отфильтрован LPTUSDT: объем 1258147.8706 < 10000000.0
[2025-10-23 18:08:36,504] INFO: Отфильтрован LQTYUSDT: объем 536547.4169 < 10000000.0
[2025-10-23 18:08:36,504] INFO: Отфильтрован LRCUSDT: объем 868049.8191 < 10000000.0
[2025-10-23 18:08:36,504] INFO: Отфильтрован LSKUSDT: объем 0.0 < 10000000.0
[2025-10-23 18:08:36,504] INFO: Отфильтрован LTCPERP: не заканчивается на USDT или USDT.PERP
[2025-10-23 18:08:36,504] INFO: Отфильтрован LTCUSDT: объем 0.0 < 10000000.0
[2025-10-23 18:08:36,505] INFO: Отфильтрован LUMIAUSDT: объем 0.0 < 10000000.0
[2025-10-23 18:08:36,505] INFO: Отфильтрован LUNA2USDT: объем 0.0 < 10000000.0
[2025-10-23 18:08:36,505] INFO: Отфильтрован LYNUSDT: объем 3533060.2008 < 10000000.0
[2025-10-23 18:08:36,505] INFO: Отфильтрован MAGICUSDT: объем 0.0 < 10000000.0
[2025-10-23 18:08:36,505] INFO: Отфильтрован MANAUSDT: объем 4292445.7035 < 10000000.0
[2025-10-23 18:08:36,506] INFO: Отфильтрован MANTAUSDT: объем 0.0 < 10000000.0
[2025-10-23 18:08:36,506] INFO: Отфильтрован MASKUSDT: объем 0.0 < 10000000.0
[2025-10-23 18:08:36,506] INFO: Отфильтрован MAVIAUSDT: объем 468880.885 < 10000000.0
[2025-10-23 18:08:36,506] INFO: Отфильтрован MAVUSDT: объем 0.0 < 10000000.0
[2025-10-23 18:08:36,506] INFO: Отфильтрован MBOXUSDT: объем 0.0 < 10000000.0
[2025-10-23 18:08:36,506] INFO: Отфильтрован MELANIAUSDT: объем 0.0 < 10000000.0
[2025-10-23 18:08:36,506] INFO: Отфильтрован MEMEUSDT: объем 0.0 < 10000000.0
[2025-10-23 18:08:36,507] INFO: Отфильтрован MERLUSDT: объем 0.0 < 10000000.0
[2025-10-23 18:08:36,507] INFO: Отфильтрован METISUSDT: объем 881579.509 < 10000000.0
[2025-10-23 18:08:36,507] INFO: Отфильтрован METUSDT: объем 0.0 < 10000000.0
[2025-10-23 18:08:36,507] INFO: Отфильтрован MEUSDT: объем 0.0 < 10000000.0
[2025-10-23 18:08:36,507] INFO: Отфильтрован MEWUSDT: объем 0.0 < 10000000.0
[2025-10-23 18:08:36,508] INFO: Отфильтрован MILKUSDT: объем 436687.3316 < 10000000.0
[2025-10-23 18:08:36,508] INFO: Отфильтрован MINAUSDT: объем 0.0 < 10000000.0
[2025-10-23 18:08:36,508] INFO: Отфильтрован MIRAUSDT: объем 7745659.1447 < 10000000.0
[2025-10-23 18:08:36,508] INFO: Отфильтрован MITOUSDT: объем 1499931.875 < 10000000.0
[2025-10-23 18:08:36,508] INFO: Отфильтрован MLNUSDT: объем 0.0 < 10000000.0
[2025-10-23 18:08:36,510] INFO: Отфильтрован MNTPERP: не заканчивается на USDT или USDT.PERP
